Unnamed__0,timestamp,sensor_00,sensor_01,sensor_02,sensor_03,sensor_04,sensor_05,sensor_06,sensor_07,sensor_08,sensor_09,sensor_10,machine_status
117357,2018-06-21 11:57:00,2.502778,48.91493,51.82291412,45.3559,628.9352,77.25714,14.19271,16.16753,15.69734,15.11863,48.97996,NORMAL
190547,2018-08-11 7:47:00,2.455556,48.69791412,52.08333,44.05381775,627.430542,77.45551,14.96672,16.6522,16.2037,15.71181,45.84188,NORMAL
62435,2018-05-14 8:35:00,2.456539,47.96006775,53.68924,45.57291412,629.6991,80.17658,13.17274,15.66117,15.18374,15.11863,41.00331,NORMAL
210743,2018-08-25 8:23:00,2.453588,50.0868,50.78124619,46.09375,636.2268,81.51831,14.5761,16.1603,15.81308,15.05353,44.72824,NORMAL
112025,2018-06-17 19:05:00,2.514583,49.86979,52.25694275,43.66319275,644.9074,77.49875,14.06973,15.625,14.73524,14.85822,47.14882,NORMAL
7103,2018-04-05 22:23:00,2.453588,47.91666412,50.65104,42.53472,617.7083,75.28415,13.31742,16.16753,15.61777,15.08247,37.50957,NORMAL
130648,2018-06-30 17:28:00,,39.53993,39.80035,40.75520706,3.33622694,99.99987793,,,,,0.2213541418,RECOVERING
136930,2018-07-05 2:10:00,1.820023,51.25868,40.97222,39.453125,571.5278,88.81627,13.83102,16.70284,16.23264,16.44965,37.59338,NORMAL
70963,2018-05-20 6:43:00,0.001967593,43.01215,46.9184,38.80208206,271.7766203,0,8.80353,10.09115,10.04774,10.10561,1.879775,NORMAL
55276,2018-05-09 9:16:00,2.49294,48.87152,54.90451,47.04861,631.25,79.12354,14.71354,17.22367,16.78241,15.59606,44.72041,NORMAL
209915,2018-08-24 18:35:00,2.41522,50.43402,52.34375,45.74652,623.1481,71.186,14.03356,15.625,15.22714,14.6412,42.93538,NORMAL
36728,2018-04-26 12:08:00,2.438831,48.61111,54.12326,44.66145706,641.8982,82.43497,13.41146,16.21094,15.33565,15.08247,44.31928,NORMAL
96356,2018-06-06 21:56:00,2.483102,46.9184,52.90799,44.66145706,629.2824,79.24155,13.64294,16.16753,15.45139,15.11863,47.32454,NORMAL
212250,2018-08-26 9:30:00,2.40735,51.04166412,52.30035,46.09375,635.4166,71.47424,15.0897,16.6522,15.56713,15.08247,37.88554,NORMAL
114092,2018-06-19 5:32:00,2.40735,48.91493,49.69617844,42.05729,627.3148,72.79395,13.70804,16.16753,15.99392,15.11863,47.31717,NORMAL
141374,2018-07-08 4:14:00,2.151562,43.61979,51.6059,44.09722137,613.3102,83.83714,12.31192,13.56337,13.10764,12.5434,35.7105,NORMAL
56795,2018-05-10 10:35:00,2.502778,48.3941,53.55902,45.78992844,632.9861,75.13842,14.09867,16.21094,15.65393,15.12587,52.87044,NORMAL
70019,2018-05-19 14:59:00,,47.09201,46.9184,43.66319,271.7766203,99.99987793,11.06771,,11.10388,16.13136,1.906545,RECOVERING
42757,2018-04-30 16:37:00,2.455556,46.65799,51.5191,45.13889,633.2176,76.12218,13.5923,16.21094,15.45139,15.0897,43.16387,NORMAL
185167,2018-08-07 14:07:00,2.50081,50,53.03819,45.39930344,637.9629517,78.23204,15.0897,16.6088,15.95052,15.58883,42.25607,NORMAL
119440,2018-06-22 22:40:00,2.512616,49.00174,50.43402,41.75347137,630.787,80.01839,14.00463,16.00116,15.14757,14.93056,48.98583,NORMAL
83506,2018-05-28 23:46:00,2.459491,47.13541412,53.55902,43.48958,624.8843,76.0202,13.5272,16.16753,14.91609,15.08247,46.67645,NORMAL
166704,2018-07-25 18:24:00,0.478125,48.22049,49.86979,45.74652481,166.2991791,57.14458,12.36979,13.93229,13.20168,13.13657,15.76043,NORMAL
104281,2018-06-12 10:01:00,2.49294,50.39062,52.17014,44.53125,618.4028,75.4875,13.5272,15.71181,14.96672,15.01013,50.67492,NORMAL
93220,2018-06-04 17:40:00,2.450637,52.25694,52.99479,44.22743,619.4445,84.0946,13.41146,15.71181,14.91609,15.05353,50.26278,NORMAL
64339,2018-05-15 16:19:00,2.450637,48.61111,53.34201,45.22569,625.8102,74.38581,13.38976,16.16753,14.96672,15.11863,46.31431,NORMAL
113484,2018-06-18 19:24:00,2.404398,50,50.34722,42.1875,624.4213,84.29646,13.65017,16.16753,15.66117,15.05353,43.78247,NORMAL
204342,2018-08-20 21:42:00,2.454572,45.78992844,49.65277,41.44964981,635.6481,67.17221,15.0897,16.6522,16.1603,15.05353,41.76403,NORMAL
168326,2018-07-26 21:26:00,2.504745,49.04514,51.82291412,45.65972137,639.583313,75.17821,14.13484,16.6522,16.23987,15.59606,43.67295,NORMAL
23009,2018-04-16 23:29:00,2.3375,44.70486,49.52256775,42.05729,618.8657,75.2229,13.35359,16.13136,15.81308,14.82205,38.3881,NORMAL
75885,2018-05-23 16:45:00,2.454572,45.83333,50.86805,41.97048569,629.0509,74.68188,13.65017,16.16753,15.81308,15.05353,49.29697,NORMAL
73770,2018-05-22 5:30:00,2.459491,47.35243,51.69271,43.66319275,629.8611,78.77608,13.614,15.90712,15.14757,15.08247,47.51715,NORMAL
217284,2018-08-29 21:24:00,2.433912,47.265625,51.69271,43.83680344,633.3333,69.98151,15.0897,16.6522,15.69734,15.16204,38.96685,NORMAL
106925,2018-06-14 6:05:00,2.497859,48.35069,50.17361069,42.14409637,639.8148,76.77044,13.62847,15.5816,15.45139,15.01013,46.71483,NORMAL
120852,2018-06-23 22:12:00,2.478183,51.21527,52.5607605,44.79166412,637.8472,90.60433,13.88165,15.625,15.22714,14.85822,41.69198,NORMAL
57139,2018-05-10 16:19:00,2.504745,47.4826355,53.125,44.66145706,625.463,76.08791,13.43316,16.21094,15.61777,15.11863,49.22033,NORMAL
96030,2018-06-06 16:30:00,2.495891,49.95659637,54.03645706,43.44617844,630.3241,72.42377,13.65017,16.0735,15.27054,15.11863,52.83508,NORMAL
37629,2018-04-27 3:09:00,2.438831,45.83333,52.08333,43.44617844,633.3333,82.50317,13.28848,16.16753,15.53096,15.11863,38.4631,NORMAL
208533,2018-08-23 19:33:00,2.50081,48.13367844,51.69271,43.40277481,629.2072,70.38274,15.1548,16.70284,15.81308,15.08247,46.80455,NORMAL
217815,2018-08-30 6:15:00,2.508681,50.73785,50.82465,45.52951,628.3564453,76.57507,15.01013,16.70284,15.69734,15.05353,41.09898,NORMAL
151292,2018-07-15 1:32:00,2.497859,46.05034637,51.30208,46.44097137,650.2314,77.88559,13.73698,16.1603,15.90712,15.55266,48.06429,NORMAL
65873,2018-05-16 17:53:00,2.534259,48.91493,54.51389,45.44270706,627.8935,72.43809,13.28848,16.42795,15.29224,15.05353,45.83719,NORMAL
72396,2018-05-21 6:36:00,2.50081,47.13541,51.5191,43.48958206,621.9907,74.88085,13.56337,15.625,15.14757,15.1114,42.3302,NORMAL
116507,2018-06-20 21:47:00,2.453588,47.17882,49.56597,41.40625,649.6528,82.11417,14.64844,16.16753,15.53096,15.1114,46.29374,NORMAL
174945,2018-07-31 11:45:00,2.474248,48.56770706,50.99826,44.05381775,637.5,59.77756,14.5327,16.6522,15.41522,15.19821,54.60089,NORMAL
192663,2018-08-12 19:03:00,2.453588,50.30381775,52.90799,45.00868,634.8379517,72.34825,14.64844,16.16753,15.73351,15.16204,41.62012,NORMAL
152631,2018-07-15 23:51:00,2.510648,44.27083,51.17187,45.39930344,631.1343,85.01595,14.67737,16.13136,15.65393,15.59606,45.70338,NORMAL
132348,2018-07-01 21:48:00,,34.46180344,36.67534637,34.67881775,3.145254374,99.99987793,,,,,0.2705764,RECOVERING
3537,2018-04-03 10:57:00,2.43588,49.47916,52.08333206,44.92188,646.2963,79.04764,13.614,16.16753,15.5816,15.08247,45.89595,NORMAL
27243,2018-04-19 22:03:00,,37.63021,37.32639,34.3316,201.6406097,0,5.041956,9.910301,10.13455,10.09838,0.7279483,RECOVERING
184132,2018-08-06 20:52:00,2.455556,49.21875,51.86632,44.01041,636.111084,74.60307,15.11863,16.70284,15.66117,15.11863,43.93496,NORMAL
218989,2018-08-31 1:49:00,2.396528,49.08854,51.95312,44.921875,624.8842773,71.09774,15.23438,16.75347,16.19647,15.05353,41.40893,NORMAL
216256,2018-08-29 4:16:00,2.50081,48.91492844,50.17361,44.57464981,634.4907227,80.8207,15.11863,16.70284,15.89265,15.11863,39.71236,NORMAL
146063,2018-07-11 10:23:00,2.508681,44.27083,49.47916,45.61632,642.3611,76.44048,13.77315,16.21094,15.07523,15.16204,51.30183,NORMAL
113526,2018-06-18 20:06:00,2.400463,49.91319,50.13020706,41.92708206,618.4028,84.60579,13.53443,16.21094,15.56713,15.16204,43.64755,NORMAL
39420,2018-04-28 9:00:00,2.436863,46.48438,50.95486,43.27256775,638.5416,66.22054,13.30295,16.6522,15.11863,15.0897,43.00797,NORMAL
115372,2018-06-20 2:52:00,2.483102,48.00347,50.2170105,42.36111069,637.5,81.85354,13.92506,16.16753,15.5816,15.05353,41.30552,NORMAL
16504,2018-04-12 11:04:00,2.456539,52.69097,53.125,47.48264,634.1435,72.68229,13.34635,16.6522,15.41522,15.16204,40.27947,NORMAL
14926,2018-04-11 8:46:00,2.453588,50.56424,51.21527,42.53472,641.4352,78.84499,13.43316,16.42795,15.49479,15.08247,41.637,NORMAL
20280,2018-04-15 2:00:00,2.148611,49.00174,50.13021,46.26736069,609.9537,97.77721,13.28848,15.87095,15.18374,14.61227,40.33393,NORMAL
144537,2018-07-10 8:57:00,2.508681,45.3559,51.17187119,46.00694275,636.1111,87.68791,14.06973,16.24711,14.98843,15.16204,44.88218,NORMAL
171025,2018-07-28 18:25:00,2.507697,56.03299,52.51736,47.0920105,643.8310547,67.03595,14.64844,17.73003,17.21643,16.53646,43.70317,NORMAL
83096,2018-05-28 16:56:00,2.45162,50.0868,54.47048569,46.09375,636.9213,68.78788,13.614,16.13136,15.37182,15.12587,49.61637,NORMAL
30258,2018-04-22 0:18:00,2.377836,49.56597137,52.90799,45.74652481,635.8796,80.25896,13.53443,16.16753,15.49479,15.08247,42.40598,NORMAL
50386,2018-05-05 23:46:00,2.456539,48.22049,53.03819,44.92188,636.2268,83.55099,13.057,15.95775,15.22714,15.08247,41.31305,NORMAL
33748,2018-04-24 10:28:00,2.45162,48.87152481,54.7309,46.26736069,628.4722,73.79604,14.19271,16.47135,16.03009,15.22714,47.14649,NORMAL
104447,2018-06-12 12:47:00,2.49294,48.69791,52.51736069,44.57465,633.5648,81.1822,14.13484,16.06626,15.29224,15.11863,52.78939,NORMAL
172093,2018-07-29 12:13:00,2.504745,48.61111069,51.5191,46.31076,631.0185547,71.0967,14.5761,17.66493,17.25984,16.57986,45.37594,NORMAL
178004,2018-08-02 14:44:00,2.49294,47.39583206,51.47569,46.74478912,644.2129517,71.5349,14.64844,16.70284,15.22714,15.12587,49.92913,NORMAL
107347,2018-06-14 13:07:00,2.499826,48.2638855,51.08506775,42.05728912,628.125,74.32209,13.5923,15.74074,14.87992,15.08247,49.70064,NORMAL
220018,2018-08-31 18:58:00,2.40735,49.65277481,51.08506775,43.22916412,640.1619873,78.10532,15.19821,16.70283508,15.61777,15.05353,34.70855,NORMAL
3879,2018-04-03 16:39:00,2.444734,51.38889,53.21180344,45.3125,634.0278,85.10283,13.30295,16.21094,15.84925,15.08247,39.40379,NORMAL
68391,2018-05-18 11:51:00,2.474248,49.00174,53.60243,44.79166412,637.037,75.62865,13.25231,15.71181,15.45862,15.11863,43.57937,NORMAL
113643,2018-06-18 22:03:00,2.396528,46.9618,49.43576,41.71006775,625.5787,87.17361,13.614,16.13136,15.41522,15.11863,48.72015,NORMAL
134845,2018-07-03 15:25:00,0.001967592631,36.24131775,34.54861069,34.765625,3.33622694,0,0.0289351847,0.03616898134,0.0289351847,0.007233796176,0.2425665,RECOVERING
163112,2018-07-23 6:32:00,2.508681,45.44271,52.95139,44.96527481,645.6018066,68.88887,14.60503,16.70284,15.73351,15.08247,44.02132,NORMAL
10889,2018-04-08 13:29:00,2.426042,45.13889,48.4375,41.88367844,638.1945,85.34385,12.99913,16.16753,15.33565,15.08247,46.76423,NORMAL
153117,2018-07-16 7:57:00,2.499826,44.70486,51.30208,46.26736069,637.6157,64.34358,14.18547,16.47135,15.53096,15.55266,51.26515,NORMAL
189772,2018-08-10 18:52:00,2.45162,49.13194275,51.6493,45.00867844,641.319458,77.60883,15.0897,16.75347,15.94329,15.63223,43.94542,NORMAL
185699,2018-08-07 22:59:00,2.508681,46.484375,50.78125,42.2743,629.7453613,67.14278,14.64844,16.16753,15.73351,15.12587,50.6626,NORMAL
124462,2018-06-26 10:22:00,2.340451,50.21701,50.13021,43.88020706,612.5,86.48586,13.56337,15.74074,15.11863,14.56887,41.61349,NORMAL
31409,2018-04-22 19:29:00,2.401447,50.73784637,54.6441,47.30902,641.6666,82.21245,13.20891,16.34115,15.67564,15.05353,48.88702,NORMAL
34798,2018-04-25 3:58:00,2.455556,47.78646,53.34201,43.61978912,641.8981,83.92512,13.12211,15.54543,15.14757,15.05353,38.76687,NORMAL
14488,2018-04-11 1:28:00,2.453588,50.17361,51.38889,41.6232605,630.9028,76.08846,13.68634,16.16753,15.69734,15.08247,38.77822,NORMAL
118702,2018-06-22 10:22:00,2.499826,48.4375,50.73784637,43.8368,603.125,72.71,14.06973,15.95775,14.85822,14.82205,48.20258,NORMAL
96195,2018-06-06 19:15:00,2.48507,48.3941,52.95139,43.35938,634.7222,70.96704,13.55613,16.21094,15.69734,15.20544,48.19665,NORMAL
152384,2018-07-15 19:44:00,2.499826,44.87847,51.6059,44.66146,636.4584,78.45367,14.64844,16.24711,15.81308,15.59606,50.78169,NORMAL
30970,2018-04-22 12:10:00,2.405382,49.65277,53.60243,46.22395706,637.7314,80.697,13.5055,16.16753,15.53096,15.05353,39.17669,NORMAL
78292,2018-05-25 8:52:00,0.001967593,46.31076,47.13541,43.22916,179.1927032,0,10.12008,12.65191,12.52894,12.55064,2.321346,RECOVERING
162583,2018-07-22 21:43:00,2.507697,46.00694,52.99478912,45.00867844,631.7129517,68.53332,14.36632,16.6522,15.73351,15.08247,43.59598,NORMAL
146052,2018-07-11 10:12:00,2.504745,44.31424,49.4357605,45.61631775,639.5834,73.56744,13.89612,16.1603,14.91609,15.19821,50.93472,NORMAL
139189,2018-07-06 15:49:00,2.39456,46.39757,51.25867844,42.36111069,618.75,85.3534,13.84549,16.13136,15.14757,15.08247,47.89395,NORMAL
73478,2018-05-22 0:38:00,2.459491,46.18055,51.38889,42.05729,625.9259,69.65142,13.5923,15.66117,15.37182,15.11863,45.74757,NORMAL
21620,2018-04-16 0:20:00,2.297164,44.92188,49.26214981,41.18923569,626.0417,88.26198,13.31019,16.21094,15.37182,14.90162,42.14774,NORMAL
43709,2018-05-01 8:29:00,2.45162,46.83159637,51.69271,42.7951355,632.9861,75.20151,13.43316,16.75347,15.18374,15.08247,40.68959,NORMAL
216297,2018-08-29 4:57:00,2.507697,49.34896,50.08680344,44.57464981,642.9398,77.21145,15.0463,16.6088,15.89265,15.01013,39.77437,NORMAL
138966,2018-07-06 12:06:00,2.395544,47.48264,50.2170105,43.22916412,630.2083,81.41552,13.86719,15.95052,15.03906,15.16204,48.16608,NORMAL
57470,2018-05-10 21:50:00,2.470313,46.26736069,51.17187,44.66145706,634.375,64.2158,13.28848,15.95775,14.77141,15.05353,41.39134,NORMAL
213600,2018-08-27 8:00:00,2.406366,49.73958206,51.47569,44.7482605,637.5,83.32417,14.82928,16.39178,15.65393,15.11863,46.0185,NORMAL
4118,2018-04-03 20:38:00,2.468345,51.82291,52.60416412,44.22743,637.037,76.06904,13.38252,16.21094,15.56713,15.08247,38.2892,NORMAL
100478,2018-06-09 18:38:00,2.508681,49.43576,51.17187,43.5763855,637.8472,58.01366,13.55613,16.12413,15.11863,14.82205,45.70901,NORMAL
105892,2018-06-13 12:52:00,2.489989,48.87152,51.04166,42.75174,643.4028,83.68639,13.88165,15.85648,15.66117,15.08247,48.37133,NORMAL
22098,2018-04-16 8:18:00,2.3375,43.88021,48.4809,41.05902,620.6018,93.41798,13.41146,16.21094,15.41522,14.85822,40.48115,NORMAL
134269,2018-07-03 5:49:00,,33.15972,33.42013931,33.24652,3.567708254,99.99987793,,,,,0.2843205,RECOVERING
161205,2018-07-21 22:45:00,2.515567,46.74479,55.29514,46.74478912,632.7546,78.37573,14.03356,16.16753,15.69734,15.59606,44.69305,NORMAL
19934,2018-04-14 20:14:00,2.030555,51.25868,52.38715,47.04861069,604.7454,94.5211,13.057,15.66117,15.18374,14.61227,40.82763,NORMAL
127618,2018-06-28 14:58:00,1.967593,48.04688,49.9566,44.05382,558.912,98.94651,12.59404,16.21094,15.61777,15.08247,38.3256,NORMAL
132668,2018-07-02 3:08:00,,34.375,35.41666,33.94097137,3.33622694,99.99987793,,,,,0.2637149,RECOVERING
121709,2018-06-24 12:29:00,2.455556,49.69618,52.17014,43.88021,632.6389,81.24514,13.44763,15.95775,14.85822,14.90162,42.54954,NORMAL
142432,2018-07-08 21:52:00,2.396528,45.57291412,52.69097137,47.61284637,646.7593,86.60438,14.06973,15.6684,15.29224,15.08247,47.92672,NORMAL
126551,2018-06-27 21:11:00,2.355208,46.3107605,49.65277481,41.75347137,604.8611,89.19996,13.68634,16.0735,15.95052,15.01013,43.69426,NORMAL
42528,2018-04-30 12:48:00,2.470313,46.96180344,52.12674,43.88020706,631.0185,73.94072,13.59954,16.12413,15.70457,15.08247,42.37085,NORMAL
102517,2018-06-11 4:37:00,2.463426,49.47916,52.51736069,44.48784637,630.3241,90.09679,14.00463,15.66117,15.18374,15.05353,52.95887,NORMAL
69218,2018-05-19 1:38:00,2.471296,46.9184,52.60416,42.27430344,636.1111,83.00571,13.59954,15.90712,15.18374,14.85822,53.27864,NORMAL
105467,2018-06-13 5:47:00,2.458507,47.61285,51.6059,42.578125,637.7314,83.82938,14.12037,16.21094,15.53096,15.12587,48.75394,NORMAL
164308,2018-07-24 2:28:00,2.460474,45.3559,53.03819,44.48784637,621.180542,71.62096,14.5761,16.16753,15.65393,15.20544,42.99151,NORMAL
94855,2018-06-05 20:55:00,2.446702,48.17708,52.38715,42.53472137,633.2175,81.23999,13.59954,15.71181,15.18374,15.05353,46.01267,NORMAL
51887,2018-05-07 0:47:00,2.45162,48.22049,54.03646,45.87673569,634.838,74.22056,13.28848,16.16753,15.03906,15.05353,38.93859,NORMAL
40678,2018-04-29 5:58:00,2.466377,46.09375,51.5191,42.10069,618.287,86.23162,13.34635,16.6088,15.07523,15.05353,40.89441,NORMAL
48696,2018-05-04 19:36:00,2.453588,46.22396,51.6493,42.27430344,631.4814,74.24736,13.1004,16.16753,14.80758,14.82205,40.32276,NORMAL
61235,2018-05-13 12:35:00,2.510648,48.87152481,53.34201,46.9184,634.1435,88.66364,13.55613,15.63223,15.29948,15.08247,52.8816,NORMAL
185119,2018-08-07 13:19:00,2.504745,49.9566,53.03819,45.78992844,654.513916,66.08186,15.0897,16.6522,15.82031,15.40075,48.12383,NORMAL
171508,2018-07-29 2:28:00,2.510648,47.69965,51.5191,45.1388855,634.8379517,76.10094,14.64844,17.62153,17.25984,16.6305,43.95743,NORMAL
47502,2018-05-03 23:42:00,2.450637,45.87673569,51.86632,43.7934,632.7546,78.66532,13.38252,16.42795,15.26331,14.82205,41.89265,NORMAL
101866,2018-06-10 17:46:00,2.455556,48.91492844,52.1701355,43.359375,630.0926,63.79778,14.09867,16.03733,15.69734,15.16204,49.04501,NORMAL
121400,2018-06-24 7:20:00,2.448669,49.00174,51.73611069,43.66319275,647.338,78.9856,14.09867,16.0735,15.11863,15.08247,42.66888,NORMAL
13491,2018-04-10 8:51:00,2.410301,49.56597,51.43228912,42.4045105,631.713,85.29053,13.12211,16.16753,15.45139,15.01013,42.66524,NORMAL
60372,2018-05-12 22:12:00,2.504745,48.4375,53.34201,45.1388855,635.5324,68.94442,13.35359,15.70457,15.07523,15.11863,43.00526,NORMAL
151634,2018-07-15 7:14:00,2.508681,46.00694,50.86805,45.74652481,632.2916,68.00127,13.5272,16.21094,15.84925,15.55266,57.08706,NORMAL
104394,2018-06-12 11:54:00,2.483102,51.21527,52.47396,44.7482605,636.8055,82.77095,13.30295,15.55266,15.07523,15.05353,59.96316,NORMAL
153273,2018-07-16 10:33:00,2.508681,45.13889,50.86805,45.87673569,645.9491,66.58736,14.64844,16.6088,15.65393,15.63947,46.46507,NORMAL
83360,2018-05-28 21:20:00,2.456539,47.48264,53.86285,44.57464981,630.3241,74.00581,13.67911,16.16753,15.07523,15.06076,44.50987,NORMAL
86286,2018-05-30 22:06:00,2.448669,47.30902,53.38541,42.05729,636.4584,78.11472,13.64294,15.6684,15.26331,15.16204,45.98675,NORMAL
115051,2018-06-19 21:31:00,2.49294,48.56771,50.0868,41.27603912,628.9352,83.13914,13.88165,16.03733,15.56713,15.11863,46.25718,NORMAL
85155,2018-05-30 3:15:00,2.459491,49.86979,55.16493,45.3559,641.2037,75.01424,13.66464,15.71181,15.11863,14.82205,46.05003,NORMAL
27753,2018-04-20 6:33:00,0.680787,46.875,38.84549,35.24305344,163.2146912,40.43568,6.322338,10.64815,10.14178,10.05498,14.77421,NORMAL
146539,2018-07-11 18:19:00,2.497859,43.40277,49.9566,44.22742844,635.6481,84.81789,14.00463,16.03733,15.53096,15.08247,48.6102,NORMAL
175019,2018-07-31 12:59:00,2.471296,48.56771,50.95486,44.48785,637.6157227,56.8004,14.28675,16.34115,15.41522,15.11863,48.69342,NORMAL
173112,2018-07-30 5:12:00,2.507697,48.56771,51.47569,44.53125,637.3842773,71.0129,14.26505,16.21094,15.69734,15.12587,51.57041,NORMAL
194276,2018-08-13 21:56:00,2.454572,48.13367844,51.38889,44.66145706,638.888916,60.21067,14.85822,16.75347,15.73351,15.16204,45.40193,NORMAL
47722,2018-05-04 3:22:00,2.453588,46.7013855,51.86631775,44.05381775,623.3796,77.7476,13.43316,16.24711,15.11863,14.85822,39.75728,NORMAL
98968,2018-06-08 17:28:00,2.499826,47.96007,51.43228912,41.97048569,640.9722,75.46761,13.5923,16.16753,15.03906,14.82205,47.51265,NORMAL
